date,avg
2024-10-30 00:41:00+10:00,57.0
2024-10-30 00:45:00+10:00,58.0
2024-10-30 00:45:00+10:00,58.0
2024-10-30 00:50:00+10:00,57.0
2024-10-30 00:50:00+10:00,57.0
2024-10-30 00:55:00+10:00,56.0
2024-10-30 00:55:00+10:00,56.0
2024-10-30 00:57:00+10:00,57.0
2024-10-30 00:57:00+10:00,57.0
2024-10-30 01:00:00+10:00,56.0
2024-10-30 01:00:00+10:00,56.0
2024-10-30 01:06:00+10:00,61.0
2024-10-30 01:06:00+10:00,61.0
2024-10-30 01:11:00+10:00,67.0
2024-10-30 01:11:00+10:00,67.0
2024-10-30 01:18:00+10:00,60.0
2024-10-30 01:18:00+10:00,60.0
2024-10-30 01:20:00+10:00,59.0
2024-10-30 01:20:00+10:00,59.0
2024-10-30 01:26:00+10:00,62.00000000000001
2024-10-30 01:26:00+10:00,62.00000000000001
2024-10-30 01:27:00+10:00,65.0
2024-10-30 01:27:00+10:00,65.0
2024-10-30 01:30:00+10:00,63.0
2024-10-30 01:30:00+10:00,63.0
2024-10-30 01:35:00+10:00,61.77190399169922
2024-10-30 01:35:00+10:00,61.77190399169922
2024-10-30 01:39:00+10:00,58.0
2024-10-30 01:39:00+10:00,58.0
2024-10-30 01:43:00+10:00,54.0
2024-10-30 01:43:00+10:00,54.0
2024-10-30 01:46:00+10:00,52.0
2024-10-30 01:46:00+10:00,52.0
2024-10-30 01:54:00+10:00,52.0
2024-10-30 01:54:00+10:00,52.0
2024-10-30 01:56:00+10:00,49.0
2024-10-30 01:56:00+10:00,49.0
2024-10-30 01:57:00+10:00,51.0
2024-10-30 01:57:00+10:00,51.0
2024-10-30 02:00:00+10:00,49.0
2024-10-30 02:00:00+10:00,49.0
2024-10-30 02:08:00+10:00,52.0
2024-10-30 02:08:00+10:00,52.0
2024-10-30 02:13:00+10:00,52.0
2024-10-30 02:13:00+10:00,52.0
